"group" "nodes" "species" "mean_edge" "links" "triplet" "DEG" "density" "tdensity"
177657 1335 488 299.375664051213 179956 5424175 "1" 0.10104835222838 0.0137093763358802
177706 2992 490 450.866165852047 387502 12108289 "1" 0.0433008025860112 0.00271509379963258
177736 966 482 546.365161967443 91469 3253626 "1" 0.0981227003078771 0.0217238805740945
177807 1685 491 609.170658354005 364424 23231588 "1" 0.128429555178077 0.0291879799425068
177916 2458 491 356.779318766627 435651 22934034 "1" 0.0721359374736104 0.00927718687516516
177918 3061 491 363.937661507364 522422 26827230 "1" 0.0557746304445768 0.00561775571174138
177976 1853 491 557.174756698607 399710 18408842 "1" 0.116473898493949 0.0173882109464462
178111 6399 491 244.696417310462 474141 22434270 "1" 0.0115811360998742 0.000513961391341163
178133 1018 489 224.811512241607 272840 17403447 "1" 0.263535611693548 0.0992713862481466
178182 1020 486 217.059823858352 174178 10250577 "1" 0.167578748869518 0.0581269357306519
178380 2858 490 536.807021859903 593461 33360014 "1" 0.0726808033893647 0.00858315206132019
178388 302 288 180.700305488255 18986 213539 "1" 0.208862291258718 0.04698224461508
178406 661 487 1247.00447812228 181326 12796552 "1" 0.415637463897676 0.26706280526147
178427 3 3 467.5 6 1 "1" 1 1
178498 1655 489 404.201073862463 116216 2098297 "1" 0.0424553494777834 0.00278235059528007
178553 4 4 828.142857142857 7 1 "1" 0.583333333333333 0.25
178560 1121 486 229.229863923605 120741 3898795 "1" 0.0961681215751242 0.0166505249013386
178689 4539 490 235.958226910536 379383 11727306 "1" 0.0184184547787254 0.000752932518158751
178751 289 241 723.538646013524 25436 524953 "1" 0.305603613994617 0.131855862861644
178756 927 484 390.353222223403 188162 8972638 "1" 0.219200328051426 0.0678014440030838
178757 994 292 547.508543990962 63729 1649754 "1" 0.0645656415836408 0.0101093477343939
178858 487 447 519.527854824432 67780 2162886 "1" 0.286375812271318 0.113051911752138
179062 4 4 1065.41666666667 12 4 "1" 1 1
179128 2779 488 732.001700504204 453983 17923423 "1" 0.0588056158098212 0.00501620800484564
179193 1704 490 497.994788973609 396467 26276749 "1" 0.136622681873193 0.0319211911531344
179286 1323 491 343.928257607786 241266 11481279 "1" 0.137944638268822 0.0298158643608867
179292 490 217 419.719367458987 30417 490911 "1" 0.126943783648429 0.0251900629506555
179298 802 274 414.795815222885 39572 407193 "1" 0.0616000572850022 0.00475395079716439
179378 617 457 860.072455382972 89876 3128221 "1" 0.236470984445053 0.0802985467708557
179585 1318 489 616.232038618365 161374 5292895 "1" 0.0929677625264575 0.0139023255603337
179637 485 455 525.454106417029 70609 2508260 "1" 0.300796626054358 0.132736258485005
179646 2440 490 325.33199219738 343987 17853069 "1" 0.0578016722790179 0.00738293093806555
179699 2233 489 462.343661934209 224619 6276898 "1" 0.0450675112799696 0.0033869894053703
179714 3070 490 406.070018242436 397425 14796943 "1" 0.0421812959902694 0.00307137349441665
180064 1409 484 803.532683267521 186135 7109547 "1" 0.0938240975224208 0.0152821843619872
180140 5072 491 346.559386777744 1039036 68295800 "1" 0.0403978023112808 0.00314242146195408
180162 882 434 686.509669741149 104191 3368981 "1" 0.13408670316405 0.0295612399329766
180163 2421 490 694.642107041794 514883 28070675 "1" 0.0878816894869615 0.0118838752065959
180394 1784 491 602.68308250422 278410 10238449 "1" 0.0875263135391804 0.0108375603469402
180404 290 275 613.209337129508 54792 2263402 "1" 0.653764467247345 0.562632243566798
180413 550 488 695.656575473805 152278 10047917 "1" 0.504315283987415 0.364344062861473
180479 1035 486 394.251627068965 190373 7721153 "1" 0.177887104159075 0.0419056130726423
180826 2192 479 553.455910898771 326101 10536772 "1" 0.0678999107163679 0.00601079326115768
180833 1821 365 778.191677812767 189902 4790644 "1" 0.0572991533452818 0.00476794367711495
180883 1115 400 230.154014449373 83187 1363528 "1" 0.0669723293428118 0.00591779734167239
180917 334 309 1271.55570192327 49343 1633039 "1" 0.443644243045441 0.265349957850499
180965 996 490 400.946963092124 233988 13032639 "1" 0.236108252103893 0.0793806795486243
180985 949 488 1130.36799097147 165697 11678850 "1" 0.184178993655325 0.0822482757394809
180989 1945 481 644.612223172432 281809 10701499 "1" 0.0745313508309795 0.0087399147956436
181088 1178 345 612.519796174729 239617 13666750 "1" 0.172820745095946 0.0502906704525841
181095 1321 464 407.410251024052 76168 826948 "1" 0.0436813249833689 0.00215728690469551
181190 1340 324 532.872735656758 190839 7102043 "1" 0.106360839566172 0.0177497834524534
181201 3 3 647.5 4 0 "1" 0.666666666666667 0
181217 1645 481 384.479600668237 198732 6102198 "1" 0.0734852350631198 0.00824009591041591
181382 266 263 213.299293955571 11614 100603 "1" 0.164760959001277 0.0324362578831298
181411 912 477 297.538339765543 96649 2630520 "1" 0.116327970034857 0.020875565592187
181454 17 15 154.117647058824 34 4 "1" 0.125 0.00588235294117647
181533 2483 314 673.057879756505 291259 8337352 "1" 0.0472607769902217 0.00327170491957482
181616 4335 491 754.593489626041 500002 18737251 "1" 0.0266129937954714 0.00138098966073702
181629 203 185 518.353731343284 17420 347239 "1" 0.424815880602839 0.252776259171392
181821 1417 488 923.982325391747 176581 5955413 "1" 0.0880057135110782 0.012585590344134
181838 984 379 554.707049319728 117600 2996841 "1" 0.121579038781232 0.0189301845546462
181844 540 490 761.828403857588 99233 3076764 "1" 0.340936576650862 0.117890995533056
182060 3747 491 460.439887556813 570955 18691180 "1" 0.040677140395356 0.00213346087115922
182158 13397 490 410.256509526215 1074771 29297861 "1" 0.00598870945133672 7.31243048317144e-05
182186 280 276 797.878304362375 56781 2072772 "1" 0.72684331797235 0.572658555183503
182269 272 263 938.52798878356 47787 1564488 "1" 0.648293357933579 0.4716518341654
182337 1092 487 651.020570141712 291296 14795091 "1" 0.244504655137102 0.0683588903297276
182525 2322 468 764.032863314457 157866 3599232 "1" 0.0292921499799049 0.00172717264505328
182563 2559 477 209.14127967521 208381 5451185 "1" 0.0318337126534658 0.00195407225087104
182585 935 489 1031.01793039826 101894 2903822 "1" 0.116678308465687 0.0213836142209604
182643 1248 487 527.362867279989 224352 11721616 "1" 0.144161371907964 0.0362693405276504
182717 3723 491 514.590972292998 274732 5594681 "1" 0.0198262164279932 0.000651024757006541
182849 2814 487 406.794022254835 327749 11784101 "1" 0.0414045005281853 0.00317642470330208
182961 938 423 336.098664740288 85826 1894661 "1" 0.0976509433318239 0.0138186140730781
183166 2330 424 942.667488902152 214456 10207438 "1" 0.0395196228925454 0.00484796656025947
183191 1197 491 592.601818766004 205414 7979627 "1" 0.143484407786467 0.027985985590612
183335 4535 491 526.947530819223 274504 7279485 "1" 0.0133502644967413 0.00046860549786928
183346 2299 482 738.944347301574 295098 9882754 "1" 0.0558569567651732 0.00488629006763588
183418 2664 484 631.740197791552 326202 13622190 "1" 0.045981298609913 0.00432797502295955
183565 1236 478 512.322860374513 111398 4395559 "1" 0.0729780013888343 0.0140011844228267
183624 3523 491 435.612345593505 664156 39500381 "1" 0.0535264086751731 0.00542480978995394
183703 12 12 490.440476190476 84 89 "1" 0.636363636363636 0.404545454545455
183740 1352 472 416.238184835837 121708 2900168 "1" 0.0666326499327695 0.0070568128120938
183758 1453 483 750.109517968846 163060 8085961 "1" 0.0772885584873322 0.0158483206557459
183845 3 3 655.666666666667 6 1 "1" 1 1
183881 663 489 918.635250095945 156340 8121482 "1" 0.356203834078368 0.167962975306648
183928 59 30 241.959854014599 548 774 "1" 0.160140268848627 0.0238087914116091
183977 1579 455 549.004637765554 96167 1826172 "1" 0.0385955237909476 0.00278850936770506
184057 1729 488 422.287591570568 283388 12256567 "1" 0.0948511770880192 0.014252433555568
184102 190 163 543.857003718789 11294 164377 "1" 0.314508493455862 0.146089514566558
184131 3 2 626 6 1 "1" 1 1
184316 1579 491 410.032873448345 328198 20323528 "1" 0.131718507566436 0.0310334120843032
184351 1134 472 201.933189455263 161711 5515813 "1" 0.12586257084639 0.0227547146223602
184389 1389 479 428.200049430598 262995 11252932 "1" 0.136413006267856 0.0252492668322967
184398 1003 489 1379.79456248599 169526 7789032 "1" 0.168681580010468 0.0464549510107447
184481 765 486 472.755886005886 148148 8799218 "1" 0.253478424528625 0.118390265948351
184577 276 218 974.032391276294 7749 55577 "1" 0.102094861660079 0.0160344479386053
184689 3171 486 505.908954307845 425259 18992264 "1" 0.0423056146644422 0.0035772578507473
184691 1720 213 359.368683196956 64649 725849 "1" 0.0218654030872465 0.000857373488305001
184744 491 427 930.852115322667 37252 593245 "1" 0.154836028097593 0.0302551218030726
184877 236 226 1209.41412498306 7377 49352 "1" 0.133014785430941 0.0228170915513144
184989 1481 465 356.158440111421 179500 4593175 "1" 0.0818931693340876 0.00850118162477691
185049 603 487 421.125591950781 152462 10983810 "1" 0.41999856751679 0.302075836482509
185128 3 3 377.833333333333 6 1 "1" 1 1
185185 1235 485 357.365578319206 236781 13106556 "1" 0.155369129718699 0.0418499211371916
185197 4904 491 476.561587433525 801243 34725571 "1" 0.0333235985292488 0.00176772614138134
185222 3910 491 339.064948706337 587402 26338657 "1" 0.0384320006490367 0.00264574445232076
185243 2792 491 561.35416838028 401199 14192735 "1" 0.0514854592996933 0.00391685857231032
185332 1611 491 327.820073104256 314072 16932677 "1" 0.121089867410003 0.0243444189822144
185385 1417 303 493.91431188129 97178 3378217 "1" 0.0484322731640412 0.00713919509118669
185480 1189 342 335.037803662934 84304 2367537 "1" 0.0596828956795315 0.00847225484928722
185507 338 308 1814.4568802379 62883 2467389 "1" 0.552060470914614 0.386814723167725
185582 1353 489 558.683042926526 196219 6861774 "1" 0.107267107501629 0.0166593412031785
185627 1526 490 401.297602334352 181635 9849397 "1" 0.0780504050018263 0.0166629368727014
185754 807 484 341.665425497767 218074 12817068 "1" 0.335270477613684 0.146870807258613
185971 4621 491 320.464188339693 547224 27272219 "1" 0.0256322772661228 0.0016593798791789
186137 2981 490 381.46984735671 321796 8577189 "1" 0.036224500133958 0.00194467704139096
186302 3 3 329 2 0 "1" 0.333333333333333 0
186359 498 486 197.966228031298 124097 5165217 "1" 0.501389865296195 0.252448278868704
186422 1918 491 266.95994693204 392704 18591082 "1" 0.106805743898373 0.0158339655734399
186430 1245 472 297.133250726433 138003 3550722 "1" 0.0891043272769535 0.0110664177613362
186489 3 3 517 6 1 "1" 1 1
186490 1552 486 307.363857667772 240311 12843027 "1" 0.0998320837238363 0.0206530136966035
186643 8 6 875.45 20 3 "1" 0.357142857142857 0.0535714285714286
186681 28 28 394.776470588235 680 2547 "1" 0.899470899470899 0.777472527472527
186765 465 407 266.125560110592 20978 208555 "1" 0.0972284019280682 0.0125262170350065
186817 1983 488 558.665474089524 311650 14319380 "1" 0.0792940804100241 0.0110348040296666
186829 2153 488 846.485730738449 204916 5099419 "1" 0.0442272130009652 0.00307004853196803
186841 259 188 896.439144373204 18092 369932 "1" 0.270749154470085 0.129247025636493
187056 2808 490 465.357588012077 252721 7455284 "1" 0.0320628272623285 0.00202249873954433
187117 1699 482 464.251444091408 153903 4102359 "1" 0.0533477393686163 0.00502773068628184
187135 3372 487 299.252890798649 471496 17136331 "1" 0.0414793263172415 0.00268406403816269
187166 3875 491 510.621245073224 269446 5893513 "1" 0.0179490066114877 0.000608200364400842
187325 5335 491 532.152558248605 750533 27649018 "1" 0.0263743859571443 0.0010931303260156
187461 1385 487 233.685063715969 215723 11144405 "1" 0.11254095281818 0.025223194754599
187464 721 480 204.65099740771 72137 1308209 "1" 0.138960163353367 0.0210296348308285
187487 1533 483 277.041944672716 234857 10099690 "1" 0.100000596110972 0.0168532313790782
187691 672 488 733.778585755752 165021 10209095 "1" 0.365971630828188 0.202755152542588
187765 1021 487 300.511556297304 162379 7107721 "1" 0.15592076203645 0.0401866241023028
187811 26 19 465.083916083916 286 461 "1" 0.44 0.177307692307692
187890 2109 482 473.868730507288 125688 2106150 "1" 0.0282713553461581 0.00134905242484658
187994 2038 489 1301.12623323653 187312 7319157 "1" 0.0451201352023869 0.00519564334369707
188002 15122 464 396.612044076025 1827388 59668810 "1" 0.00799173402445858 0.000103551665580537
188005 3470 491 542.709426161078 580947 34439864 "1" 0.0482617136714398 0.00494993863244792
188039 869 438 325.885672565791 182852 10024407 "1" 0.242415404114057 0.0919710918630045
188096 867 484 228.509498577343 176079 10825357 "1" 0.234514971591136 0.100009298479387
188221 2302 490 535.013376478363 263298 9192910 "1" 0.049707923612708 0.00452745856876833
188244 2821 490 495.930799306155 397207 14612294 "1" 0.0499303601911701 0.00390951048030193
188383 2111 491 460.617687030364 367173 17521123 "1" 0.08243279953123 0.0111909233326121
188408 3 3 367.5 6 1 "1" 1 1
188516 2120 491 374.658205990294 415806 28265221 "1" 0.0925601253706358 0.0178242334832352
188612 3732 489 451.992593095321 324157 8317737 "1" 0.0232802971999898 0.00096090558735238
188675 292 184 723.127821939587 9435 84731 "1" 0.111036576754696 0.0206309745847314
188717 2496 491 435.536848276334 233688 5317796 "1" 0.0375250501002004 0.00205433536865848
188885 6 6 550.666666666667 15 3 "1" 0.5 0.15
188903 276 267 307.558135381318 22396 284826 "1" 0.295072463768116 0.0821747785695739
189025 495 482 311.479072772929 122257 4995006 "1" 0.499967284177811 0.248604048881619
189217 736 485 204.896578528112 155664 11104083 "1" 0.287755102040816 0.167792574025227
189251 2026 489 764.723983327578 367793 21094660 "1" 0.0896476667519774 0.0152422402776495
189289 1013 488 189.399060353624 262652 14937182 "1" 0.2562068602242 0.0864726582019628
189391 3784 490 494.915744833975 633611 27205746 "1" 0.0442624286127043 0.00301510815892622
189444 2108 491 790.04303373205 390252 18532107 "1" 0.0878638026853652 0.0118872813133563
189527 1085 284 512.732743215341 108001 2916429 "1" 0.0918266532895744 0.0137377364812365
189564 2764 491 490.473688439719 435569 21499249 "1" 0.0570345526187741 0.00611549960090221
189575 794 348 1260.66795054707 205367 11337586 "1" 0.326164709469826 0.136412124715796
189735 316 267 425.842191254205 10405 92594 "1" 0.104530841872614 0.0177748854923732
189848 2297 485 1084.17717251164 185373 4452805 "1" 0.0351490506477924 0.00220734063470113
189862 4443 491 691.569546585944 477687 18502750 "1" 0.0242040786173111 0.00126663618484408
189931 18 12 389.044444444444 45 7 "1" 0.147058823529412 0.00857843137254902
189991 2216 439 631.137756065963 407561 21033905 "1" 0.0830326947054461 0.0116131505273622
190013 2046 364 567.574354542212 145788 3847714 "1" 0.0348435853128652 0.00269944324334768
190109 3385 490 501.143495928761 262328 7660494 "1" 0.0229010619092017 0.0011860882455734
190135 1629 490 902.581188271308 103882 1706496 "1" 0.0391710143091359 0.00237297677252582
190249 2875 491 719.253123162487 511901 21291922 "1" 0.0619528607303864 0.0053815313933872
190550 3574 491 424.046985602517 703109 30412245 "1" 0.0550598587209205 0.00400037510830581
190573 2863 490 528.889321501275 354179 12690539 "1" 0.0432246842958657 0.00324804833327591
190646 2534 490 988.232592014406 325411 10373095 "1" 0.050697953548285 0.00382960608038027
190929 2309 491 912.902693150231 271615 7796184 "1" 0.0509675799542593 0.00380474888939117
191068 3 3 562 6 1 "1" 1 1
191149 974 318 304.620050590219 118600 3344179 "1" 0.125144824005858 0.0217822482667691
191203 531 457 1188.68601920186 101761 4118057 "1" 0.36158547418541 0.165965393994095
191217 13 13 356.46 50 17 "1" 0.320512820512821 0.0594405594405594
191290 718 484 238.023705509838 88587 2678897 "1" 0.172078414004499 0.0436064411485092
191475 5 5 301.333333333333 12 2 "1" 0.6 0.2
191476 3072 491 556.85561938546 582973 29532323 "1" 0.0617941572031369 0.00611799977719223
191571 4215 491 329.053124350742 524637 20511798 "1" 0.0295370287484356 0.00164464213294937
191691 821 487 676.199693260669 67158 1165261 "1" 0.0997563946406821 0.0126804174307219
191775 1669 491 839.933902952326 150627 3655804 "1" 0.0541066248259631 0.004726570839476
191844 1233 486 195.585620255411 180337 10250344 "1" 0.118716492347879 0.0328895440993492
191848 751 323 597.81860933826 101218 3111319 "1" 0.179703506435863 0.044249948888798
191942 448 437 154.604760860026 36464 566801 "1" 0.182086928731224 0.0380768893842787
192001 3806 491 462.018536496016 491355 20203140 "1" 0.0339290683566925 0.00220042297275678
192104 3979 491 303.537435931147 517217 18539638 "1" 0.0326763901634916 0.00176708805601806
192146 2607 455 494.048294215339 249885 6126600 "1" 0.0367811026514894 0.00207705313507966
192247 2110 491 801.920880512577 240042 10229230 "1" 0.0539421436902105 0.00654281367103514
192313 751 486 436.056809544003 124979 4209913 "1" 0.221889036839769 0.0598744246656438
192365 1765 490 677.057566977408 238140 7478842 "1" 0.0764872521246459 0.00817504225036133
192427 6 5 296.909090909091 11 1 "1" 0.366666666666667 0.05
192439 664 484 293.954583840022 118416 5325885 "1" 0.268985444038598 0.109648687571986
192486 4442 491 363.116108590624 298884 6541588 "1" 0.0151510712112108 0.000448117744054738
192509 342 161 638.644714208483 20347 226414 "1" 0.17446965409614 0.0342606127186173
192736 3 3 1080.5 4 0 "1" 0.666666666666667 0
192778 373 275 570.987665847666 20350 232986 "1" 0.146660324598576 0.027155349354165
192808 433 418 185.474640423921 51519 1194728 "1" 0.275420195021812 0.0889142519648942
192980 1874 491 977.951237586592 306322 13196957 "1" 0.0872711753440596 0.0120506880345265
193075 2485 488 570.317765267621 381379 16418124 "1" 0.0617843939644307 0.00642717429795464
193138 2551 488 559.280883811429 343829 12489706 "1" 0.0528557044142628 0.0045194229986674
193150 3503 424 381.304041840821 228485 5604868 "1" 0.0186252201547731 0.000783011696551722
193159 4 4 1271 7 1 "1" 0.583333333333333 0.25
193166 551 486 506.396393315401 152051 8031406 "1" 0.501735687180333 0.289638439075231
193250 3 3 107.166666666667 6 1 "1" 1 1
193303 1728 487 577.00321657563 233789 9375092 "1" 0.0783407991807673 0.0109206860360996
193315 930 485 1081.89337785498 147943 6706247 "1" 0.171236269777886 0.0501861819316044
193387 1812 477 575.205191965846 203083 6096441 "1" 0.0618866431898272 0.0061584639994621
193412 1631 489 1592.93560146883 226030 11101797 "1" 0.0850206693172543 0.0153809047425016
193429 2717 491 406.423484611915 461136 20159889 "1" 0.0624898704117369 0.00603740276055712
193647 32 26 684.268292682927 451 988 "1" 0.454637096774194 0.199193548387097
193744 4604 479 451.255904517285 542339 16620498 "1" 0.0255914295308107 0.00102252133556713
193805 2536 485 1861.37442697481 263950 8235298 "1" 0.0410576845301427 0.00303316995887458
193999 12 12 422.1875 112 165 "1" 0.848484848484849 0.75
194068 3 3 156.666666666667 3 0 "1" 0.5 0
194076 233 231 479.573022464602 19987 318954 "1" 0.369746189137191 0.153258093098259
194089 2071 476 403.551000331795 171793 4200221 "1" 0.0400732918588187 0.00284126968294665
194099 3 3 67 4 0 "1" 0.666666666666667 0
194182 492 474 447.234941707567 71107 2104211 "1" 0.294351166525922 0.106659087061381
194225 2982 491 580.277228515536 549525 22844065 "1" 0.0618184113064837 0.00517414694416825
194236 4 4 583 6 0 "1" 0.5 0
194247 487 473 238.394904287953 74651 2273408 "1" 0.315406325787343 0.118828787366789
194305 2567 489 214.903393623096 301212 12638978 "1" 0.0457287941165843 0.00448841823521114
194352 435 398 1362.05334661715 11041 90626 "1" 0.0584829704963187 0.00665176931441475
194392 512 487 405.588689249669 152386 9869972 "1" 0.582444043542074 0.443819248589847
3994317 273 256 1209.04194621251 69756 3020993 "1" 0.93939883645766 0.900741406412125
