"inDEG" "group" "links" "triplet" "mean_edge" "nodes" "species"
"YES" "511" 10 10 60.6 5 5
"NO" "512" 2 0 48 3 1
"NO" "513" 442 1182 124.418552036199 80 1
"NO" "514" 66 220 564.409090909091 12 5
"NO" "515" 17 19 128.411764705882 7 2
"NO" "516" 5 2 69.4 4 2
"NO" "517" 6 4 150.5 4 2
"NO" "518" 3 1 328.666666666667 3 1
"NO" "519" 86 234 115.674418604651 17 2
"NO" "52" 78 286 289.589743589744 13 5
"NO" "520" 10 10 178.7 5 5
"NO" "521" 21 35 999.714285714286 7 5
"NO" "522" 28 56 124.678571428571 8 5
"NO" "523" 10 10 214.6 5 5
"NO" "524" 10 10 116.1 5 3
"NO" "525" 45 120 157.822222222222 10 5
"NO" "526" 10 10 748.5 5 5
"NO" "527" 18 15 150.666666666667 9 5
"NO" "528" 3 1 76.6666666666667 3 1
"NO" "529" 13 11 159.153846153846 7 5
"NO" "53" 9 7 109.777777777778 5 5
"NO" "530" 5 2 73.6 4 4
"YES" "531" 28 56 179 8 5
"NO" "532" 104 404 328.971153846154 16 5
"NO" "533" 6 2 168.166666666667 5 5
"NO" "534" 14 16 494.357142857143 6 1
"NO" "535" 45 120 611.888888888889 10 5
"YES" "536" 10 10 447.9 5 5
"YES" "537" 66 124 306.090909090909 18 5
"YES" "538" 10 10 302.3 5 5
"NO" "539" 78 286 164.794871794872 13 2
"NO" "54" 10 10 298.9 5 5
"YES" "540" 15 20 182.333333333333 6 5
"NO" "541" 28 56 187.392857142857 8 4
"NO" "542" 10 10 233.4 5 5
"YES" "543" 137 370 109.452554744526 29 5
"NO" "544" 10 10 718.7 5 5
"YES" "545" 10 10 329.2 5 5
"NO" "546" 15 20 547.466666666667 6 3
"YES" "547" 1834 10855 110.523446019629 255 5
"NO" "548" 87 216 203.413793103448 20 4
"NO" "549" 7 3 69 5 1
"NO" "55" 331 2072 123.673716012085 32 5
"NO" "550" 28 56 429.035714285714 8 3
"NO" "551" 10 10 284.6 5 3
"NO" "552" 6 4 326.5 4 4
"NO" "553" 63 102 91.4603174603175 19 4
"YES" "554" 55 78 478.472727272727 20 5
"NO" "555" 8 5 327.875 5 5
"NO" "556" 3 1 216 3 1
"NO" "557" 6 4 451.666666666667 4 4
"YES" "558" 28 32 456.678571428571 10 5
"YES" "559" 10 10 1118.3 5 5
"NO" "56" 473 4352 113.551797040169 32 1
"NO" "560" 15 20 358.2 6 5
"NO" "561" 11 10 180.363636363636 6 5
"NO" "562" 5 2 220.4 4 1
"NO" "563" 10 10 102.2 5 5
"NO" "564" 10 10 216.2 5 5
"YES" "565" 15 20 356.133333333333 6 5
"NO" "566" 6 4 177.333333333333 4 1
"NO" "567" 28 56 87.5 8 4
"YES" "568" 44 112 182.931818181818 10 5
"NO" "569" 6 4 258 4 4
"YES" "57" 463 2911 191.701943844492 47 5
"YES" "570" 12 11 203.75 6 5
"YES" "571" 10 10 332.6 5 5
"NO" "572" 10 10 342.4 5 5
"NO" "573" 14 16 188.928571428571 6 3
"NO" "574" 178 590 153.033707865169 25 4
"NO" "575" 6 4 336 4 2
"NO" "576" 82 280 164.19512195122 14 5
"YES" "577" 41 55 428.512195121951 15 5
"NO" "578" 14 16 139.928571428571 6 5
"YES" "579" 27297 1165932 91.5852657801224 360 4
"NO" "58" 6 4 212.666666666667 4 3
"NO" "580" 6 4 126.166666666667 4 4
"YES" "581" 4639 78253 192.088812244018 315 5
"NO" "582" 665 2715 89.9774436090226 80 1
"NO" "583" 103 430 281.106796116505 15 5
"NO" "584" 4 1 83 4 1
"NO" "585" 8 5 99.5 5 5
"NO" "586" 15 20 200.666666666667 6 4
"NO" "587" 202 763 128.539603960396 34 5
"NO" "588" 10 10 507.1 5 1
"NO" "589" 15 14 74 7 4
"YES" "59" 10 10 253.1 5 5
"NO" "590" 3 1 146.333333333333 3 3
"NO" "591" 6 4 407.333333333333 4 1
"NO" "592" 9 7 83.8888888888889 5 5
"YES" "593" 10 10 375.6 5 5
"NO" "594" 10 10 554.4 5 5
"NO" "595" 6 4 163.833333333333 4 4
"YES" "596" 10 10 254.1 5 5
"NO" "597" 10 2 221.5 9 1
"NO" "598" 6 4 407.666666666667 4 2
"YES" "599" 10 10 688.1 5 5
"NO" "6" 23 36 345.391304347826 8 4
"YES" "60" 427 3397 262.59718969555 33 5
"NO" "600" 10 10 1414.1 5 5
"YES" "601" 10 10 222.5 5 5
"YES" "602" 10 10 632.7 5 5
"NO" "603" 10 10 523.4 5 5
"NO" "604" 95 335 214.105263157895 17 5
"NO" "605" 6 4 96.8333333333333 4 4
"NO" "606" 6 4 473.833333333333 4 3
"YES" "607" 45 120 205.111111111111 10 5
"NO" "608" 3 1 202.666666666667 3 2
"NO" "609" 3 1 79.3333333333333 3 3
"YES" "61" 7 4 57 5 5
"NO" "610" 15 11 281.533333333333 8 1
"NO" "611" 10 10 251.1 5 5
"NO" "612" 159 781 357.748427672956 19 5
"NO" "613" 10 10 335.9 5 5
"NO" "614" 10 10 102.6 5 5
"NO" "615" 72 161 149.347222222222 18 5
"NO" "616" 16 17 128.1875 7 5
"NO" "617" 10 10 99.8 5 5
"YES" "618" 42 99 224.642857142857 10 5
"NO" "619" 3 1 68.6666666666667 3 2
"NO" "62" 35 77 193.628571428571 9 5
"NO" "620" 6 4 198.666666666667 4 4
"NO" "621" 3 1 217.666666666667 3 3
"NO" "622" 13 13 104.769230769231 6 1
"YES" "623" 9912 221476 87.4187853107345 366 5
"YES" "624" 10 10 175.2 5 5
"NO" "625" 8 5 124.25 5 5
"NO" "626" 10 10 178.9 5 5
"NO" "627" 4 1 420.75 4 4
"NO" "628" 3 1 114.333333333333 3 2
"NO" "629" 8 5 63.375 5 1
"NO" "63" 6 4 159.333333333333 4 4
"NO" "630" 9 7 107.777777777778 5 5
"NO" "631" 13 11 75.6923076923077 7 3
"NO" "632" 36 84 588.055555555556 9 4
"NO" "633" 10 10 359.1 5 1
"YES" "634" 10 10 853.4 5 5
"YES" "635" 488 4040 338.295081967213 36 5
"NO" "636" 20 22 153.65 9 1
"NO" "637" 10 10 327.3 5 1
"NO" "638" 6 4 460.833333333333 4 4
"NO" "639" 12 11 352.416666666667 6 4
"YES" "64" 1551 16037 238.177304964539 90 5
"NO" "640" 5 2 79.4 4 2
"NO" "641" 8 3 182.125 6 1
"NO" "642" 8 3 66.5 6 3
"NO" "643" 17 21 297.705882352941 7 5
"NO" "644" 10 10 494.5 5 4
"NO" "645" 3 1 117 3 1
"YES" "646" 60 140 443.416666666667 15 5
"NO" "647" 3 1 91.6666666666667 3 3
"NO" "648" 10 10 342.5 5 5
"NO" "649" 20 23 69.45 8 5
"YES" "65" 15 20 144 6 5
"YES" "650" 101 152 977.653465346535 14 5
"YES" "651" 10 10 1067.7 5 5
"NO" "652" 6 4 282.833333333333 4 2
"NO" "653" 11 6 77.7272727272727 7 3
"NO" "654" 10 10 170.5 5 5
"YES" "655" 5 2 225.8 4 4
"NO" "656" 3 1 90.6666666666667 3 3
"NO" "657" 98 369 248.173469387755 15 5
"YES" "658" 915 1888 156.273224043716 219 5
"NO" "659" 17 19 154 7 2
"NO" "66" 46 84 152.95652173913 15 2
"NO" "660" 18 15 215.166666666667 9 5
"NO" "661" 227 648 137.960352422907 42 5
"NO" "662" 9 7 158 5 3
"NO" "663" 10 6 100.8 6 3
"YES" "664" 69 221 529.753623188406 14 5
"NO" "665" 25 39 141.04 8 3
"NO" "666" 6 4 212.333333333333 4 2
"YES" "667" 10 10 178.4 5 5
"NO" "668" 3 1 181 3 3
"YES" "669" 27 50 186.555555555556 8 5
"NO" "67" 10 10 84.5 5 1
"NO" "670" 29 19 90.2758620689655 16 4
"NO" "671" 6 4 461.833333333333 4 4
"NO" "672" 10 10 192.2 5 5
"NO" "673" 9 7 99.8888888888889 5 5
"NO" "674" 2 0 152.5 3 1
"YES" "675" 368 2115 199.163043478261 39 5
"NO" "676" 8 5 391.875 5 5
"NO" "677" 270 1145 92.3185185185185 39 5
"NO" "678" 3 1 108 3 1
"NO" "679" 3 1 127.333333333333 3 1
"NO" "68" 10 10 221.3 5 2
"NO" "680" 15 20 140.933333333333 6 4
"NO" "681" 15 20 123 6 5
"YES" "682" 254 984 92.0314960629921 43 5
"NO" "683" 31 43 95.3225806451613 12 1
"YES" "684" 28 56 124.785714285714 8 5
"NO" "685" 60 175 209.533333333333 12 1
"NO" "686" 15 20 161.466666666667 6 5
"YES" "687" 10 10 610.3 5 5
"NO" "688" 587 2539 128.6933560477 64 2
"NO" "689" 3 1 145.333333333333 3 3
"YES" "69" 306 1202 200.362745098039 43 5
"NO" "690" 9 5 174.888888888889 6 2
"YES" "691" 10 10 364.4 5 5
"NO" "692" 43 47 121.767441860465 16 5
"YES" "693" 11 10 181 6 5
"NO" "694" 3 1 327 3 3
"NO" "695" 3 1 91 3 3
"YES" "696" 10 10 349.8 5 5
"NO" "697" 5 2 74.4 4 1
"NO" "698" 10 10 420.4 5 5
"NO" "699" 3 0 173.333333333333 4 1
"YES" "7" 3 1 115.666666666667 3 3
"NO" "70" 10 10 219.6 5 5
"NO" "700" 10 10 578.6 5 5
"NO" "701" 6 4 169 4 4
"NO" "702" 10 10 330 5 5
"YES" "703" 139 395 122.928057553957 27 5
"NO" "704" 15 20 78.7333333333333 6 5
"NO" "705" 46 120 133.5 10 5
"NO" "706" 41 94 191.19512195122 10 5
"NO" "707" 8 5 63.875 5 4
"YES" "708" 41 35 159.414634146341 19 5
"NO" "709" 3 1 136.333333333333 3 3
"NO" "71" 7 4 153.714285714286 5 3
"YES" "710" 27 31 167.62962962963 11 5
"YES" "711" 52 117 223.038461538462 12 5
"NO" "712" 5 2 67.6 4 4
"NO" "713" 6 4 348.5 4 2
"YES" "714" 148 346 176.391891891892 30 5
"NO" "715" 6 2 81.6666666666667 5 2
"YES" "716" 10 10 118.1 5 5
"NO" "717" 6 4 105.5 4 1
"NO" "718" 10 10 85 5 5
"NO" "719" 21 35 388.571428571429 7 4
"NO" "72" 6 4 314.833333333333 4 2
"YES" "720" 45 120 107.822222222222 10 5
"NO" "721" 25 25 112.24 10 3
"NO" "722" 3 1 371.333333333333 3 1
"NO" "723" 10 10 121.1 5 5
"NO" "724" 376 908 127.462765957447 61 5
"NO" "725" 6 4 115.833333333333 4 4
"NO" "726" 8 5 271.375 5 5
"NO" "727" 311 622 145.916398713826 79 5
"YES" "728" 43 105 438.53488372093 10 5
"YES" "729" 11 10 122.636363636364 6 5
"NO" "73" 28 56 537.071428571429 8 5
"YES" "730" 96 233 372.40625 21 5
"YES" "731" 6 4 61.8333333333333 4 4
"NO" "732" 38 77 197.947368421053 10 5
"YES" "733" 175 654 227.931428571429 26 5
"NO" "734" 10 10 169 5 5
"NO" "735" 49 45 186.020408163265 22 1
"NO" "736" 618 1968 148.333333333333 121 5
"YES" "737" 304 1248 347.447368421053 49 5
"NO" "738" 15 16 114.466666666667 7 1
"YES" "739" 3 1 166 3 3
"NO" "74" 4 0 56.5 5 3
"NO" "740" 10 10 162.1 5 2
"NO" "741" 15 20 188.933333333333 6 5
"NO" "742" 8 5 140.125 5 5
"NO" "743" 30 40 382.566666666667 11 5
"NO" "744" 6 4 393 4 3
"NO" "745" 6 4 189.833333333333 4 1
"NO" "746" 10 10 372.3 5 5
"NO" "747" 3 1 70.6666666666667 3 2
"YES" "748" 546 1335 161.413919413919 99 5
"NO" "749" 6 4 94.3333333333333 4 4
"NO" "75" 6 4 600.166666666667 4 1
"NO" "750" 3 1 427.666666666667 3 2
"NO" "751" 6 4 281.5 4 3
"NO" "752" 6 4 254.666666666667 4 4
"NO" "753" 15 20 397.6 6 5
"NO" "754" 5 1 55 5 3
"NO" "755" 52 99 119.846153846154 16 1
"YES" "756" 10 10 556.4 5 5
"YES" "757" 10 10 194 5 5
"NO" "758" 36 84 321.138888888889 9 5
"NO" "759" 6 1 48.6666666666667 5 5
"NO" "76" 508 4534 387.011811023622 42 5
"NO" "760" 10 10 498 5 4
"NO" "761" 12 11 154.666666666667 6 3
"NO" "762" 3 1 199.666666666667 3 2
"NO" "763" 15 20 75.2666666666667 6 3
"YES" "764" 10 10 133.3 5 5
"NO" "765" 15 6 193.933333333333 9 3
"NO" "766" 21 14 206.380952380952 11 5
"NO" "767" 135 347 100.740740740741 25 1
"NO" "768" 19 7 87.6842105263158 13 5
"YES" "769" 10 10 171.1 5 5
"NO" "77" 10 7 89.9 6 4
"NO" "770" 10 10 240.5 5 5
"NO" "771" 3 1 186.666666666667 3 3
"NO" "772" 2 0 137.5 3 3
"NO" "773" 3 1 136.333333333333 3 3
"NO" "774" 23 19 460.347826086957 10 5
"YES" "775" 10 10 125.8 5 5
"NO" "776" 10 10 173.8 5 5
"YES" "777" 71 64 272.014084507042 32 5
"NO" "778" 15 20 364 6 2
"NO" "779" 1598 21284 264.32478097622 97 5
"NO" "78" 56 134 199.428571428571 14 5
"NO" "780" 26 6 75.1923076923077 20 5
"NO" "781" 10 10 131.5 5 5
"NO" "782" 17 12 426.705882352941 5 5
"YES" "783" 10 10 147.6 5 5
"YES" "784" 39536 1074176 101.761457911777 816 5
"NO" "785" 10 10 319.7 5 5
"NO" "786" 10 10 162.7 5 5
"YES" "787" 169 613 354.414201183432 28 5
"NO" "788" 9 7 128.333333333333 5 5
"YES" "789" 100 267 272.6 23 5
"YES" "79" 21 35 498.190476190476 7 5
"NO" "790" 3 1 570.333333333333 3 3
"NO" "791" 10 10 160.7 5 5
"YES" "792" 70 115 142.942857142857 20 5
"YES" "793" 42 33 123.452380952381 22 5
"NO" "794" 5 2 76.6 4 2
"NO" "795" 10 10 686.9 5 5
"NO" "796" 57 166 213.280701754386 12 5
"NO" "797" 6 4 64.6666666666667 4 4
"NO" "798" 105 455 172.87619047619 15 2
"YES" "799" 45 120 295.422222222222 10 5
"NO" "8" 8 3 79.375 6 1
"NO" "80" 21 35 513.809523809524 7 5
"YES" "800" 9152 271755 142.161931818182 278 5
"NO" "801" 6 2 102.333333333333 5 1
"NO" "802" 10 7 98.4 6 2
"NO" "803" 2 0 43 3 3
"NO" "804" 36 84 194.305555555556 9 2
"YES" "805" 10 10 745 5 5
"NO" "806" 6 4 154.166666666667 4 3
"NO" "807" 4 1 220.5 4 3
"NO" "808" 195 780 240.184615384615 27 5
"NO" "809" 3 1 142.333333333333 3 2
"NO" "81" 251 1730 196.561752988048 23 5
"NO" "810" 10 10 246.6 5 4
"NO" "811" 3 1 99.3333333333333 3 1
"NO" "812" 20 30 142.1 7 4
"YES" "813" 31 42 99.9677419354839 10 5
"YES" "814" 21 13 216.190476190476 13 5
"YES" "815" 17 14 232.470588235294 9 5
"YES" "816" 10 10 118.4 5 5
"NO" "817" 3 1 70 3 2
"NO" "818" 9 7 135.444444444444 5 5
"NO" "819" 4 1 233.5 4 1
"NO" "82" 3 1 439 3 3
"NO" "820" 10 10 149.5 5 5
"NO" "821" 3 1 92 3 1
"NO" "822" 6 4 361.666666666667 4 4
"NO" "823" 3 1 66.6666666666667 3 3
"NO" "824" 5 2 82.4 4 3
"NO" "825" 6 4 358.833333333333 4 4
"YES" "826" 10 10 80.6 5 5
"YES" "827" 4 1 207 4 4
"NO" "828" 3 1 102 3 1
"NO" "829" 160 572 137.00625 23 5
"NO" "83" 74 205 192.175675675676 14 5
"YES" "830" 15 20 270.866666666667 6 5
"NO" "831" 129 504 300.503875968992 20 2
"NO" "832" 66 147 95.8484848484848 19 5
"NO" "833" 2 0 129 3 1
"NO" "834" 5 2 113.4 4 3
"NO" "835" 107 409 168.102803738318 16 5
"NO" "836" 3 1 149.666666666667 3 3
"YES" "837" 10 10 207.6 5 5
"YES" "838" 39 87 653.384615384615 10 5
"NO" "839" 4 1 97 4 1
"YES" "84" 10 10 182.9 5 5
"NO" "840" 7 4 111 5 3
"NO" "841" 78 198 181.230769230769 15 5
"NO" "842" 10 10 314.5 5 5
"NO" "843" 6 4 114.5 4 4
"YES" "844" 10 10 661.5 5 5
"YES" "845" 1314 13891 172.653729071537 128 5
"NO" "846" 3 1 125.666666666667 3 3
"NO" "847" 26 45 88.4615384615385 8 1
"YES" "848" 127 491 617.96062992126 20 5
"YES" "849" 10 10 307.3 5 5
"YES" "85" 15 20 175.6 6 5
"NO" "850" 3 1 191 3 3
"NO" "851" 3 1 92.6666666666667 3 3
"NO" "852" 3 1 390.666666666667 3 2
"NO" "853" 13 13 247.307692307692 6 1
"NO" "854" 6 4 101.5 4 1
"NO" "855" 3302 45659 133.645366444579 195 5
"NO" "856" 10 10 249.2 5 3
"YES" "857" 10 10 267.9 5 5
"NO" "858" 3 1 506.333333333333 3 3
"YES" "859" 105 455 857.790476190476 15 5
"NO" "86" 33 59 187.939393939394 9 5
"NO" "860" 16 16 236.75 7 5
"NO" "861" 63 127 126.825396825397 16 5
"YES" "862" 6386 74496 116.04854368932 370 5
"NO" "863" 457 2194 87.9606126914661 56 5
"YES" "864" 35 62 287.885714285714 10 5
"YES" "865" 32 45 156.6875 12 5
"NO" "866" 3 1 187.333333333333 3 3
"NO" "867" 26 31 405.923076923077 9 5
"NO" "868" 6 4 128.833333333333 4 1
"NO" "869" 33 39 133.545454545455 13 1
"NO" "87" 66 194 179.454545454545 13 4
"YES" "870" 10 10 307.9 5 5
"NO" "871" 10 10 139.7 5 1
"YES" "872" 10 10 587.6 5 5
"NO" "873" 10 10 151.9 5 5
"NO" "874" 3 1 165.333333333333 3 3
"YES" "875" 28 25 269.785714285714 13 5
"YES" "876" 90 352 180.077777777778 14 5
"NO" "877" 21 35 178.333333333333 7 5
"YES" "878" 15 8 93.6666666666667 9 5
"NO" "879" 10 10 229.6 5 5
"NO" "88" 15 20 81.6666666666667 6 1
"YES" "880" 10 10 347.9 5 5
"NO" "881" 70 214 312.042857142857 13 5
"NO" "882" 10 10 462.4 5 5
"YES" "883" 10 10 449.9 5 5
"NO" "884" 6 4 116.166666666667 4 2
"NO" "885" 10 10 127.1 5 5
"YES" "886" 3 1 204.666666666667 3 3
"NO" "887" 36 84 368.361111111111 9 4
"YES" "888" 10 10 336.9 5 5
"NO" "889" 15 20 244.866666666667 6 5
"NO" "89" 10 10 248.8 5 5
"YES" "890" 10 10 125.4 5 5
"NO" "891" 10 5 284.1 7 4
"NO" "892" 9 7 96.6666666666667 5 5
"NO" "893" 3 1 350 3 3
"YES" "894" 10 10 166.4 5 5
"NO" "895" 6 4 164.5 4 4
"NO" "896" 22 18 123.681818181818 11 1
"YES" "897" 10 10 493 5 5
"NO" "898" 10 10 157.5 5 1
"NO" "899" 15 20 256.733333333333 6 4
"NO" "9" 35 60 494.085714285714 10 5
"NO" "90" 10 10 129.2 5 2
"NO" "900" 3 1 265.666666666667 3 3
"NO" "901" 3 1 147 3 3
"YES" "902" 10 10 786 5 5
"NO" "903" 3 1 134.666666666667 3 3
"NO" "904" 9 7 95.1111111111111 5 5
"NO" "905" 3 1 99.3333333333333 3 3
"YES" "906" 83 189 97.9759036144578 17 5
"NO" "907" 3 1 117.333333333333 3 3
"NO" "908" 6 4 1690.5 4 2
"NO" "909" 11 7 89.0909090909091 7 5
"YES" "91" 13 11 319.846153846154 7 5
"NO" "910" 6 4 252 4 3
"NO" "911" 3 0 97.3333333333333 4 1
"NO" "912" 64 44 108.84375 29 3
"NO" "913" 3 1 87.3333333333333 3 3
"NO" "914" 6 4 70.6666666666667 4 4
"NO" "915" 3 1 216 3 3
"NO" "916" 2 0 63 3 1
"YES" "917" 8 5 128.125 5 5
"YES" "918" 30 23 795.366666666667 14 5
"NO" "919" 14 16 296.642857142857 6 5
"NO" "92" 10 10 518.1 5 5
"NO" "920" 18 22 222.777777777778 7 5
"NO" "921" 27 50 107.62962962963 8 4
"NO" "922" 3 1 94.6666666666667 3 3
"NO" "923" 7 3 98.4285714285714 5 5
"NO" "924" 9 7 93.5555555555556 5 5
"NO" "925" 10 7 76.1 6 3
"NO" "926" 10 10 406 5 5
"NO" "927" 10 10 192.9 5 5
"NO" "928" 3 1 98.3333333333333 3 3
"NO" "929" 4 1 62 4 3
"NO" "93" 1154 12264 63.449740034662 60 4
"NO" "930" 3 0 68.6666666666667 4 1
"YES" "931" 381 2711 132.61154855643 39 5
"NO" "932" 3 1 219.333333333333 3 2
"NO" "933" 4 1 139.25 4 3
"NO" "934" 13 11 136.923076923077 7 5
"YES" "935" 6 4 212.833333333333 4 4
"YES" "936" 75 94 239.96 24 5
"NO" "937" 439 3306 204.316628701595 39 5
"NO" "938" 10 10 96.9 5 3
"NO" "939" 14 13 64.6428571428571 7 2
"NO" "94" 18 22 111.5 7 5
"NO" "940" 5 1 339.2 5 5
"YES" "941" 10 10 325 5 5
"NO" "942" 10 10 310.6 5 5
"NO" "943" 4 1 147.75 4 2
"NO" "944" 19 20 114 8 5
"YES" "945" 10 10 189.2 5 5
"NO" "946" 219 855 124.566210045662 32 5
"NO" "947" 6 4 251.833333333333 4 4
"NO" "948" 10 10 233 5 5
"NO" "949" 3 1 167.666666666667 3 3
"NO" "95" 6 4 174.166666666667 4 4
"NO" "950" 12 10 188.083333333333 7 5
"YES" "951" 201 1195 398.208955223881 21 5
"NO" "952" 3 1 286 3 1
"NO" "953" 9 4 73.4444444444444 6 5
"NO" "954" 9 7 134.555555555556 5 5
"YES" "955" 8893 337218 160.957269762735 191 5
"NO" "956" 10 4 118.5 8 1
"NO" "957" 10 10 65.1 5 5
"NO" "958" 6 4 64.3333333333333 4 4
"NO" "959" 26 30 281.576923076923 11 5
"NO" "96" 43 104 99.4186046511628 10 3
"YES" "960" 35 37 144.571428571429 15 5
"YES" "961" 1117 10962 248.479856759176 80 5
"NO" "962" 6 4 334.333333333333 4 4
"NO" "963" 5 2 82 4 2
"NO" "964" 10 10 241.1 5 3
"NO" "965" 22 29 200.727272727273 8 5
"NO" "966" 37 59 194.891891891892 11 5
"NO" "967" 10 10 154.3 5 5
"NO" "968" 9 7 76.8888888888889 5 3
"YES" "969" 15 20 243.6 6 5
"NO" "97" 37 84 102.918918918919 10 4
"YES" "970" 10 10 453.4 5 5
"YES" "971" 224 833 222.642857142857 30 5
"NO" "972" 29 43 85.1724137931034 10 1
"NO" "973" 3 1 67.6666666666667 3 3
"NO" "974" 479 1536 116.127348643006 76 5
"YES" "975" 240 1530 386.925 26 5
"NO" "976" 6 4 358.333333333333 4 4
"NO" "977" 10 10 221.1 5 5
"NO" "978" 4 1 81.25 4 1
"NO" "979" 45 120 352.044444444444 10 3
"NO" "98" 3 1 268.666666666667 3 3
"YES" "980" 15 12 206.266666666667 8 3
"NO" "981" 6 4 91.1666666666667 4 4
"NO" "982" 3 1 180.333333333333 3 2
"NO" "983" 2 0 259.5 3 1
"NO" "984" 4139 103171 212.748731577676 109 5
"YES" "985" 92 222 172.239130434783 20 5
"YES" "986" 6 1 301 6 5
"NO" "987" 6 4 61.5 4 4
"NO" "988" 10 10 322.2 5 5
"YES" "989" 10 10 166.8 5 5
"NO" "99" 170 801 244.594117647059 20 5
"NO" "990" 22 20 73.3636363636364 10 3
"NO" "991" 66 117 135.69696969697 17 4
"YES" "992" 7 2 104.285714285714 6 5
"NO" "993" 42 72 227.928571428571 13 5
"NO" "994" 38 23 73.3947368421053 19 2
"NO" "995" 7 4 107.285714285714 5 5
"NO" "996" 141 425 214.765957446808 24 5
"NO" "997" 6 4 113.666666666667 4 1
"YES" "998" 12 6 127.666666666667 8 5
"NO" "999" 3 1 80.6666666666667 3 3
