"inDEG" "group" "links" "triplet" "mean_edge" "nodes" "species"
"NO" "2148" 36 84 90.2777777777778 9 5
"NO" "2149" 1 0 394 2 1
"NO" "215" 10 10 65.4 5 5
"NO" "2150" 6 4 56.6666666666667 4 4
"NO" "2151" 1 0 54 2 1
"NO" "2152" 24 13 98.625 15 1
"NO" "2153" 1 0 154 2 2
"YES" "2154" 10 10 255.3 5 5
"NO" "2155" 6 4 349 4 4
"NO" "2156" 3 1 319 3 1
"NO" "2157" 1 0 86 2 2
"NO" "2158" 1 0 103 2 2
"NO" "2159" 1 0 77 2 1
"NO" "216" 10 10 152.2 5 4
"NO" "2160" 16 14 172.6875 8 5
"NO" "2161" 75 135 137.36 19 5
"NO" "2162" 10 10 136 5 5
"NO" "2163" 50 101 219.22 14 5
"NO" "2164" 1 0 66 2 2
"NO" "2165" 18 22 156.777777777778 7 4
"NO" "2166" 3 1 147.666666666667 3 3
"YES" "2167" 10 10 497.2 5 5
"NO" "2168" 10 10 218.6 5 5
"NO" "2169" 10 10 207.2 5 5
"NO" "217" 32 59 157.90625 9 2
"NO" "2170" 6 4 254.333333333333 4 4
"NO" "2171" 3 1 159.666666666667 3 3
"NO" "2172" 10 10 206.6 5 5
"NO" "2173" 4 1 77.75 4 4
"YES" "2174" 39 40 169.948717948718 15 5
"NO" "2175" 4 1 55 4 4
"NO" "2176" 6 1 157 5 5
"NO" "2177" 10 10 223.3 5 5
"YES" "2178" 29 22 234.758620689655 15 5
"NO" "2179" 3 0 52.3333333333333 4 1
"YES" "218" 6 4 470.666666666667 4 4
"YES" "2180" 10 10 233.2 5 5
"NO" "2181" 1 0 137 2 2
"NO" "2182" 4 1 105 4 1
"NO" "2183" 6 4 117 4 4
"NO" "2184" 10 10 392.1 5 5
"YES" "2185" 35 34 358.857142857143 15 5
"NO" "2186" 3 1 79.3333333333333 3 3
"NO" "2187" 15 20 169.4 6 5
"NO" "2188" 10 10 557.3 5 5
"NO" "2189" 26 26 165.615384615385 12 1
"NO" "219" 3 1 170 3 3
"YES" "2190" 91 364 273.10989010989 14 5
"NO" "2191" 2 0 106.5 3 2
"NO" "2192" 8 5 188.125 5 5
"NO" "2193" 3 1 270.333333333333 3 3
"NO" "2194" 154 399 80.9220779220779 27 5
"NO" "2195" 10 10 252.6 5 5
"NO" "2196" 1 0 71 2 1
"YES" "2197" 28 56 204.178571428571 8 5
"YES" "2198" 62 46 130.338709677419 31 5
"NO" "2199" 3 1 109.333333333333 3 3
"NO" "22" 409 3602 245.046454767726 33 5
"NO" "220" 22 35 156.863636363636 8 2
"NO" "2200" 1 0 78 2 2
"NO" "2201" 3 1 116 3 3
"NO" "2202" 1 0 86 2 1
"NO" "2203" 10 10 616.7 5 5
"NO" "2204" 3 1 170 3 3
"NO" "2205" 1 0 54 2 1
"NO" "2206" 31 45 199.322580645161 11 4
"NO" "2207" 1 0 44 2 2
"NO" "2208" 1 0 58 2 2
"NO" "2209" 1 0 128 2 2
"NO" "221" 7 4 95 5 5
"NO" "2210" 1 0 365 2 2
"NO" "2211" 1 0 276 2 2
"NO" "2212" 28 56 256.714285714286 8 5
"NO" "2213" 1 0 181 2 2
"NO" "2214" 7 3 77.5714285714286 5 5
"NO" "2215" 120 560 428.666666666667 16 5
"NO" "2216" 11 10 101.636363636364 6 5
"NO" "2217" 11 10 396.636363636364 6 5
"NO" "2218" 3 1 560 3 3
"NO" "2219" 3 0 147.666666666667 4 2
"YES" "222" 10 10 146.1 5 5
"NO" "2220" 1 0 45 2 1
"NO" "2221" 10 10 107.6 5 5
"NO" "2222" 10 10 350.9 5 5
"NO" "2223" 16 20 69.4375 7 2
"NO" "2224" 10 10 475.5 5 5
"NO" "2225" 21 35 201.666666666667 7 5
"NO" "2226" 10 10 412 5 5
"NO" "2227" 1 0 206 2 2
"YES" "2228" 66 137 144 17 5
"YES" "2229" 3 1 110 3 3
"NO" "223" 6 2 286.666666666667 5 5
"NO" "2230" 2 0 127 3 1
"NO" "2231" 10 10 182.7 5 5
"NO" "2232" 1 0 482 2 2
"NO" "2233" 3 1 215 3 3
"NO" "2234" 19 15 102.789473684211 9 5
"YES" "2235" 10 10 137 5 5
"NO" "2236" 6 4 390.5 4 2
"YES" "2237" 78 286 122.25641025641 13 5
"YES" "2238" 10 10 277.2 5 5
"NO" "2239" 10 10 290 5 5
"YES" "224" 10 10 193.9 5 5
"YES" "2240" 10 10 134.2 5 5
"NO" "2241" 1 0 59 2 2
"NO" "2242" 8 5 97.375 5 5
"NO" "2243" 6 4 413.166666666667 4 3
"NO" "2244" 10 10 332.5 5 5
"NO" "2245" 10 10 558 5 5
"NO" "2246" 1 0 164 2 1
"NO" "2247" 22 35 144.727272727273 8 5
"NO" "2248" 19 13 87.4736842105263 10 3
"NO" "2249" 15 20 90.8666666666667 6 1
"NO" "225" 27 50 309.481481481481 8 5
"NO" "2250" 21 35 260.714285714286 7 5
"NO" "2251" 4 1 150.75 4 3
"NO" "2252" 1 0 52 2 2
"NO" "2253" 6 2 127 5 5
"NO" "2254" 10 10 199.7 5 5
"NO" "2255" 2 0 69.5 3 3
"NO" "2256" 6 4 161.833333333333 4 3
"NO" "2257" 3 1 125 3 2
"NO" "2258" 1 0 49 2 1
"NO" "2259" 2 0 76 3 2
"NO" "226" 10 10 217.2 5 5
"NO" "2260" 10 10 273.1 5 5
"NO" "2261" 10 10 259 5 5
"NO" "2262" 56 93 363.910714285714 16 5
"NO" "2263" 2 0 43 3 1
"NO" "2264" 1 0 117 2 2
"NO" "2265" 64 102 247.359375 17 5
"NO" "2266" 6 2 211.333333333333 5 5
"NO" "2267" 6 4 92.5 4 4
"NO" "2268" 6 2 160 5 2
"NO" "2269" 6 4 531 4 4
"NO" "227" 3 1 198.333333333333 3 2
"NO" "2270" 10 10 257.8 5 5
"YES" "2271" 249 891 95.7228915662651 39 5
"NO" "2272" 1 0 111 2 1
"NO" "2273" 10 10 114.1 5 5
"NO" "2274" 1 0 101 2 1
"NO" "2275" 15 20 155.533333333333 6 1
"NO" "2276" 4 1 302.5 4 4
"NO" "2277" 6 4 132.833333333333 4 4
"NO" "2278" 3 1 105 3 1
"NO" "2279" 4 1 63.75 4 2
"NO" "228" 11 10 144.818181818182 6 2
"NO" "2280" 10 10 502.9 5 5
"NO" "2281" 8 5 105.5 5 2
"YES" "2282" 1244 18628 187.217845659164 55 5
"NO" "2283" 1 0 146 2 2
"NO" "2284" 10 10 152.5 5 5
"YES" "2285" 10 10 322.4 5 5
"NO" "2286" 10 10 281.6 5 5
"NO" "2287" 8 3 263.125 6 4
"NO" "2288" 1 0 99 2 2
"YES" "2289" 10 10 121.4 5 5
"NO" "229" 10 10 163.7 5 5
"NO" "2290" 10 10 475.3 5 5
"NO" "2291" 1 0 307 2 2
"NO" "2292" 1 0 59 2 2
"YES" "2293" 24 30 212 9 5
"NO" "2294" 15 20 187.066666666667 6 5
"NO" "2295" 1 0 101 2 1
"NO" "2296" 10 10 349.3 5 5
"NO" "2297" 3 1 104 3 3
"NO" "2298" 3 1 82.3333333333333 3 3
"YES" "2299" 47 66 514.085106382979 17 5
"NO" "23" 23 26 137.04347826087 10 4
"YES" "230" 10 10 300.3 5 5
"YES" "2300" 9 7 237.777777777778 5 5
"NO" "2301" 1 0 46 2 2
"NO" "2302" 102 385 82.3039215686274 18 5
"NO" "2303" 9 7 89.7777777777778 5 5
"NO" "2304" 1 0 143 2 2
"NO" "2305" 1 0 43 2 2
"NO" "2306" 10 10 94.5 5 5
"NO" "2307" 10 10 302.2 5 5
"NO" "2308" 1 0 99 2 1
"NO" "2309" 10 10 357.2 5 5
"NO" "231" 4 1 97 4 4
"YES" "2310" 10 10 199.5 5 5
"YES" "2311" 6 4 325.166666666667 4 4
"NO" "2312" 6 4 98 4 4
"NO" "2313" 6 1 59.8333333333333 6 5
"NO" "2314" 10 10 196.9 5 5
"NO" "2315" 13 13 283.307692307692 6 5
"NO" "2316" 2 0 48.5 3 1
"NO" "2317" 3 1 90.3333333333333 3 3
"NO" "2318" 1 0 245 2 2
"NO" "2319" 6 4 322.5 4 4
"NO" "232" 10 10 241 5 5
"NO" "2320" 10 10 128.5 5 4
"NO" "2321" 9 7 158.555555555556 5 5
"NO" "2322" 6 4 63.1666666666667 4 3
"YES" "2323" 38 43 477.052631578947 14 5
"YES" "2324" 15536 547718 214.857556642636 274 5
"NO" "2325" 4 1 59 4 1
"NO" "2326" 1 0 101 2 2
"NO" "2327" 36 84 209.083333333333 9 5
"NO" "2328" 3 1 130.333333333333 3 3
"NO" "2329" 1 0 73 2 2
"NO" "233" 6 4 179.666666666667 4 2
"NO" "2330" 7 4 223.285714285714 5 5
"NO" "2331" 7 3 154.428571428571 5 5
"NO" "2332" 3 1 110.666666666667 3 3
"NO" "2333" 3 1 249.333333333333 3 3
"NO" "2334" 1 0 78 2 2
"YES" "2335" 10 10 326.4 5 5
"NO" "2336" 10 10 151.2 5 5
"NO" "2337" 3 1 201.333333333333 3 3
"NO" "2338" 3 1 311.666666666667 3 2
"NO" "2339" 6 4 109.333333333333 4 4
"NO" "234" 6 4 196.666666666667 4 2
"NO" "2340" 1 0 60 2 1
"YES" "2341" 32 30 539.96875 15 5
"NO" "2342" 15 20 147.333333333333 6 5
"NO" "2343" 21 35 182.619047619048 7 5
"NO" "2344" 4 1 476 4 4
"NO" "2345" 10 10 652.3 5 5
"NO" "2346" 1 0 112 2 2
"NO" "2347" 10 10 427.7 5 5
"NO" "2348" 1 0 115 2 2
"NO" "2349" 1 0 295 2 1
"YES" "235" 10 10 281 5 5
"NO" "2350" 6 4 157 4 4
"NO" "2351" 4 1 99.25 4 4
"NO" "2352" 6 2 94 5 2
"NO" "2353" 8 2 88.5 7 1
"NO" "2354" 1 0 75 2 1
"NO" "2355" 4 1 1816.75 3 3
"NO" "2356" 5 1 107.8 5 1
"NO" "2357" 7 4 94.8571428571429 5 5
"NO" "2358" 10 10 201.3 5 5
"NO" "2359" 1 0 96 2 2
"NO" "236" 10 10 340.9 5 5
"NO" "2360" 10 6 164.7 6 5
"NO" "2361" 1 0 55 2 2
"NO" "2362" 10 10 240.9 5 5
"NO" "2363" 1 0 59 2 1
"NO" "2364" 8 5 120.5 5 5
"NO" "2365" 2 0 58.5 3 3
"NO" "2366" 1 0 51 2 2
"NO" "2367" 3 1 417.333333333333 3 3
"NO" "2368" 3 1 252 3 3
"YES" "2369" 6 4 591.833333333333 4 4
"NO" "237" 51 115 146.686274509804 12 5
"NO" "2370" 3 1 188.333333333333 3 3
"NO" "2371" 2 0 44 3 3
"NO" "2372" 1 0 361 2 1
"NO" "2373" 28 27 208.464285714286 13 5
"NO" "2374" 5 0 60.2 5 2
"NO" "2375" 5 1 115.8 5 5
"NO" "2376" 43 76 194.813953488372 13 5
"NO" "2377" 6 4 191.833333333333 4 4
"NO" "2378" 4 0 54.25 4 4
"NO" "2379" 1 0 56 2 2
"NO" "238" 3 1 106 3 3
"NO" "2380" 11 10 203.090909090909 6 5
"NO" "2381" 1 0 68 2 2
"NO" "2382" 8 4 64.25 6 2
"NO" "2383" 2 0 66 3 1
"NO" "2384" 5 1 95.4 5 4
"NO" "2385" 33 27 116.181818181818 14 5
"NO" "2386" 1 0 61 2 2
"NO" "2387" 3 1 526.333333333333 3 3
"NO" "2388" 10 10 181.1 5 5
"NO" "2389" 10 10 266.8 5 5
"NO" "239" 21 35 163 7 5
"NO" "2390" 6 4 280.833333333333 4 2
"NO" "2391" 3 1 357 3 3
"NO" "2392" 1 0 67 2 1
"NO" "2393" 10 10 204.8 5 5
"NO" "2394" 3 1 88 3 1
"YES" "2395" 10 10 328.1 5 5
"NO" "2396" 10 10 146.6 5 5
"NO" "2397" 10 10 112.3 5 3
"YES" "2398" 413 2184 195.125907990315 53 5
"NO" "2399" 10 10 684.5 5 5
"NO" "24" 3 1 195.333333333333 3 3
"NO" "240" 114 480 103.394736842105 16 2
"NO" "2400" 1 0 51 2 2
"NO" "2401" 11 6 84 7 1
"YES" "2402" 8 5 405.125 5 5
"NO" "2403" 2 0 124.5 3 3
"NO" "2404" 3 1 93.6666666666667 3 1
"NO" "2405" 1 0 64 2 2
"NO" "2406" 10 10 735.6 5 5
"NO" "2407" 1 0 57 2 1
"NO" "2408" 1 0 68 2 1
"NO" "2409" 10 7 117.9 6 2
"NO" "241" 46 82 178.434782608696 12 1
"NO" "2410" 10 10 860.7 5 5
"NO" "2411" 5 1 89.4 5 5
"NO" "2412" 4 1 143.25 4 1
"NO" "2413" 36 32 88.3055555555556 16 5
"NO" "2414" 6 4 187 4 4
"NO" "2415" 1 0 44 2 2
"NO" "2416" 3 1 169.333333333333 3 3
"NO" "2417" 219 876 232.415525114155 42 5
"NO" "2418" 10 10 172.2 5 5
"NO" "2419" 1 0 62 2 2
"NO" "242" 21 27 68.0952380952381 8 2
"NO" "2420" 9 7 119.111111111111 5 5
"NO" "2421" 1 0 41 2 2
"NO" "2422" 2 0 232.5 3 1
"NO" "2423" 1 0 91 2 1
"NO" "2424" 6 4 101.666666666667 4 4
"NO" "2425" 2 0 108.5 3 1
"NO" "2426" 9 7 72.5555555555556 5 5
"NO" "2427" 1 0 47 2 1
"NO" "2428" 8 1 144.875 8 3
"NO" "2429" 6 4 320.833333333333 4 4
"NO" "243" 2 0 66.5 3 2
"NO" "2430" 1 0 77 2 2
"NO" "2431" 7 4 182.571428571429 5 5
"YES" "2432" 10 10 158.5 5 5
"NO" "2433" 1 0 96 2 2
"NO" "2434" 2 0 58.5 3 3
"NO" "2435" 5 1 74.2 5 5
"NO" "2436" 3 1 134 3 3
"NO" "2437" 1 0 111 2 2
"YES" "2438" 10 10 364.6 5 5
"NO" "2439" 10 10 91 5 5
"YES" "244" 170 723 130.747058823529 24 5
"NO" "2440" 3 1 323.333333333333 3 3
"NO" "2441" 3 1 257 3 3
"NO" "2442" 9 7 81.7777777777778 5 1
"NO" "2443" 1 0 306 2 1
"NO" "2444" 1 0 65 2 2
"NO" "2445" 3 1 120 3 1
"NO" "2446" 3 1 250.666666666667 3 3
"NO" "2447" 52 45 125.730769230769 22 5
"NO" "2448" 206 537 153.063106796117 37 5
"NO" "2449" 3 1 420.333333333333 3 3
"NO" "245" 9 7 177.222222222222 5 5
"NO" "2450" 11 8 106.090909090909 6 5
"NO" "2451" 9 7 164.777777777778 5 5
"NO" "2452" 1 0 271 2 2
"YES" "2453" 10 10 206.6 5 5
"NO" "2454" 10 10 149.9 5 5
"NO" "2455" 14 16 144.285714285714 6 5
"NO" "2456" 8 2 79.875 7 4
"NO" "2457" 2 0 106 3 1
"NO" "2458" 1 0 271 2 2
"NO" "2459" 3 1 257 3 3
"NO" "246" 15 20 1327.4 6 4
"NO" "2460" 1 0 91 2 1
"NO" "2461" 2 0 57.5 3 3
"YES" "2462" 10 10 250.8 5 5
"NO" "2463" 1 0 53 2 2
"NO" "2464" 1 0 108 2 1
"NO" "2465" 5 2 125.2 4 2
"NO" "2466" 3 1 192.666666666667 3 3
"NO" "2467" 10 10 399.7 5 5
"NO" "2468" 1 0 43 2 1
"NO" "2469" 15 20 359.8 6 5
"NO" "247" 9 7 75.5555555555556 5 2
"YES" "2470" 85 112 289.364705882353 32 5
"NO" "2471" 3 1 147.333333333333 3 3
"NO" "2472" 10 10 270.3 5 5
"NO" "2473" 3 1 186 3 3
"NO" "2474" 6 4 256.166666666667 4 3
"NO" "2475" 10 10 97.1 5 5
"NO" "2476" 5 2 115.6 4 1
"NO" "2477" 1 0 126 2 1
"NO" "2478" 6 4 160 4 4
"YES" "2479" 234 1251 219.440170940171 30 5
"NO" "248" 10 10 115.3 5 5
"NO" "2480" 10 10 326.9 5 5
"NO" "2481" 9 7 161.666666666667 5 5
"NO" "2482" 61 107 196.098360655738 19 5
"NO" "2483" 3 1 198 3 1
"NO" "2484" 10 10 227.1 5 5
"NO" "2485" 10 10 140.1 5 5
"YES" "2486" 10 10 459.9 5 5
"NO" "2487" 43 85 137.674418604651 11 5
"YES" "2488" 10 10 167.3 5 5
"NO" "2489" 10 10 436.4 5 5
"NO" "249" 10 10 102.8 5 5
"NO" "2490" 10 10 212.1 5 5
"NO" "2491" 3 1 178.666666666667 3 1
"NO" "2492" 3 1 161.333333333333 3 3
"YES" "2493" 35 65 141.542857142857 10 5
"NO" "2494" 1 0 137 2 2
"NO" "2495" 10 10 362.2 5 5
"NO" "2496" 10 10 166.2 5 5
"NO" "2497" 6 4 172.333333333333 4 3
"NO" "2498" 36 84 511.666666666667 9 5
"NO" "2499" 3 1 75 3 3
"NO" "25" 6 4 99.6666666666667 4 3
"NO" "250" 3 1 138.333333333333 3 3
"NO" "2500" 3 1 198 3 3
"NO" "2501" 10 10 237.5 5 5
"NO" "2502" 7 3 94.2857142857143 5 5
"NO" "2503" 9 7 72.6666666666667 5 5
"NO" "2504" 1 0 57 2 1
"NO" "2505" 147 539 199.170068027211 26 5
"NO" "2506" 5 2 106.2 4 4
"NO" "2507" 451 1125 148.789356984479 109 5
"NO" "2508" 1 0 141 2 2
"NO" "2509" 1 0 59 2 2
"YES" "251" 152 738 191.901315789474 19 5
"NO" "2510" 1 0 86 2 2
"NO" "2511" 2 0 55 3 3
"NO" "2512" 1 0 271 2 1
"NO" "2513" 1 0 531 2 2
"NO" "2514" 1 0 67 2 2
"NO" "2515" 3 1 124 3 3
"NO" "2516" 57 109 204.666666666667 14 5
"NO" "2517" 1 0 44 2 1
"NO" "2518" 4 1 225.75 4 4
"NO" "2519" 1 0 57 2 2
"YES" "252" 253 456 144.098814229249 61 5
"NO" "2520" 1 0 347 2 2
"NO" "2521" 8 3 75.875 6 1
"NO" "2522" 1 0 294 2 1
"NO" "2523" 9 7 146.555555555556 5 5
"NO" "2524" 3 1 444.333333333333 3 3
"NO" "2525" 9 7 130 5 5
"NO" "2526" 10 10 343.2 5 5
"NO" "2527" 8 2 213.25 7 5
"NO" "2528" 1 0 76 2 2
"NO" "2529" 1 0 64 2 2
"NO" "253" 5 2 198.2 4 4
"YES" "2530" 45 120 307.533333333333 10 5
"NO" "2531" 4 1 268.25 4 4
"NO" "2532" 6 2 123.5 5 1
"NO" "2533" 3 1 167 3 1
"NO" "2534" 1 0 120 2 2
"NO" "2535" 10 10 236.1 5 5
"NO" "2536" 3 1 81.6666666666667 3 1
"NO" "2537" 1 0 152 2 1
"NO" "2538" 1 0 52 2 1
"NO" "2539" 31 45 225.387096774194 10 5
"NO" "254" 384 2267 101.822916666667 36 5
"NO" "2540" 11 10 97.9090909090909 6 4
"NO" "2541" 7 3 105 5 4
"NO" "2542" 6 2 94.1666666666667 5 2
"NO" "2543" 1 0 300 2 2
"NO" "2544" 3 1 73.3333333333333 3 1
"NO" "2545" 2 0 253.5 3 2
"NO" "2546" 3 1 154.333333333333 3 3
"YES" "2547" 61 65 80.983606557377 19 5
"NO" "2548" 18 14 297 10 5
"NO" "2549" 33 53 152.606060606061 10 4
"YES" "255" 42 99 105.880952380952 10 5
"NO" "2550" 1 0 48 2 1
"NO" "2551" 5 1 89.4 5 5
"NO" "2552" 10 10 284.6 5 4
"NO" "2553" 2 0 692.5 3 1
"NO" "2554" 33 63 211 9 5
"NO" "2555" 21 15 125.333333333333 12 5
"NO" "2556" 10 10 161.4 5 5
"NO" "2557" 9 7 88.4444444444444 5 5
"NO" "2558" 9 7 89.4444444444444 5 5
"NO" "2559" 11 10 187.545454545455 6 5
"NO" "256" 3 1 71.3333333333333 3 3
"NO" "2560" 3 1 468.666666666667 3 3
"NO" "2561" 111 287 105.981981981982 23 5
"YES" "2562" 41 45 175.975609756098 16 5
"NO" "2563" 10 10 547.7 5 5
"NO" "2564" 10 10 97.5 5 5
"NO" "2565" 1 0 54 2 1
"NO" "2566" 1 0 126 2 2
"NO" "2567" 6 2 146.666666666667 5 4
"NO" "2568" 3 1 149 3 3
"YES" "2569" 10 10 299.6 5 5
"NO" "257" 69 65 138.028985507246 26 5
"NO" "2570" 3 1 153.333333333333 3 3
"NO" "2571" 1 0 628 2 1
"NO" "2572" 2 0 99.5 3 3
"NO" "2573" 3 1 84 3 3
"NO" "2574" 27 41 156.481481481481 9 5
"NO" "2575" 6 4 118 4 4
"NO" "2576" 5 1 81.6 5 5
"NO" "2577" 9 7 624.111111111111 5 5
"NO" "2578" 3 0 131 4 1
"NO" "2579" 15 20 379.4 6 5
"NO" "258" 15 20 141.2 6 5
"NO" "2580" 7 4 153.571428571429 5 5
"NO" "2581" 10 10 318.5 5 5
"NO" "2582" 1 0 147 2 1
"NO" "2583" 55 165 440.745454545455 11 5
"NO" "2584" 10 10 169 5 5
"NO" "2585" 6 4 228 4 4
"NO" "2586" 78 139 220.371794871795 20 5
"NO" "2587" 51 102 313.901960784314 14 5
"NO" "2588" 1 0 126 2 1
"NO" "2589" 1 0 166 2 1
"NO" "259" 10 10 102 5 5
"YES" "2590" 20 20 777.15 9 5
"NO" "2591" 3 1 272.666666666667 3 3
"NO" "2592" 6 4 162.833333333333 4 2
"NO" "2593" 3 1 66.3333333333333 3 3
"YES" "2594" 10 10 514.9 5 5
"NO" "2595" 1 0 297 2 2
"NO" "2596" 1 0 170 2 1
"NO" "2597" 3 1 84.3333333333333 3 3
"NO" "2598" 1 0 43 2 1
"NO" "2599" 7 3 136.428571428571 5 1
"NO" "26" 176 894 125.539772727273 21 5
"NO" "260" 55 165 318.218181818182 11 5
"NO" "2600" 3 1 271 3 3
"NO" "2601" 22 16 230 12 5
"NO" "2602" 3 1 690 3 3
"NO" "2603" 1 0 39 2 2
"NO" "2604" 2 0 58.5 3 2
"NO" "2605" 6 4 292.5 4 4
"NO" "2606" 3 1 560.333333333333 3 3
"NO" "2607" 3 1 114.666666666667 3 3
"NO" "2608" 10 10 99.1 5 5
"NO" "2609" 10 10 267.6 5 5
"NO" "261" 3 1 50 3 1
"NO" "2610" 6 2 109.333333333333 5 5
"NO" "2611" 9 7 307.444444444444 5 5
"NO" "2612" 6 4 323.666666666667 4 4
"YES" "2613" 77 205 321.051948051948 15 5
"NO" "2614" 10 10 156.1 5 5
"NO" "2615" 10 10 535.3 5 5
"NO" "2616" 1 0 158 2 2
"NO" "2617" 10 10 330.4 5 5
"NO" "2618" 3 1 299 3 3
"NO" "2619" 8 5 226.5 5 5
"NO" "262" 93 184 78.6989247311828 21 5
"NO" "2620" 1 0 48 2 2
"NO" "2621" 1 0 72 2 1
"NO" "2622" 4 1 504.75 4 4
"NO" "2623" 13 10 313.769230769231 8 5
"NO" "2624" 29 36 231.586206896552 11 5
"NO" "2625" 3 1 208 3 3
"NO" "2626" 5 2 182.2 4 4
"NO" "2627" 3 1 87.3333333333333 3 3
"NO" "2628" 3 1 194.666666666667 3 3
"NO" "2629" 15 20 245.533333333333 6 5
"NO" "263" 302 2300 293.632450331126 25 5
"NO" "2630" 8 5 163.5 5 5
"NO" "2631" 10 10 149.1 5 5
"NO" "2632" 156 394 71.1987179487179 29 3
"NO" "2633" 10 10 275.1 5 5
"NO" "2634" 10 10 756.9 5 5
"NO" "2635" 6 4 199.166666666667 4 4
"NO" "2636" 10 10 800.4 5 5
"NO" "2637" 6 2 221.833333333333 5 5
"NO" "2638" 36 31 129.333333333333 15 5
"NO" "2639" 13 7 124.230769230769 8 5
"YES" "264" 173 953 416.387283236994 20 5
"YES" "2640" 10 10 254.4 5 5
"NO" "2641" 8 5 237 5 5
"NO" "2642" 6 4 78.3333333333333 4 4
"NO" "2643" 8 5 86.75 5 5
"NO" "2644" 3 1 128.333333333333 3 1
"NO" "2645" 5 2 278.4 4 2
"NO" "2646" 4 1 68.5 4 3
"NO" "2647" 1 0 508 2 2
"NO" "2648" 6 4 235.333333333333 4 2
"NO" "2649" 8 5 167 5 5
"NO" "265" 8 5 67.5 5 3
"NO" "2650" 1 0 66 2 2
"NO" "2651" 3 1 548.666666666667 3 3
"NO" "2652" 5 2 109.6 4 4
"NO" "2653" 3 1 128.333333333333 3 3
"NO" "2654" 7 4 442.714285714286 4 4
"NO" "2655" 1 0 294 2 2
"NO" "2656" 5 2 68 4 4
"NO" "2657" 6 2 116.833333333333 5 5
"NO" "2658" 1 0 233 2 1
"NO" "2659" 3 1 266 3 3
"NO" "266" 6 4 114.833333333333 4 4
"NO" "2660" 1 0 331 2 2
"YES" "2661" 10 10 380.3 5 5
"NO" "2662" 1 0 186 2 1
"NO" "2663" 1 0 204 2 2
"NO" "2664" 4 1 177.75 3 1
"NO" "2665" 3 1 60.6666666666667 3 3
"NO" "2666" 2 0 105.5 3 2
"NO" "2667" 6 4 124.333333333333 4 4
"NO" "2668" 10 10 188.4 5 4
"NO" "2669" 17 13 178.058823529412 10 1
"NO" "267" 76 256 161.013157894737 14 4
"NO" "2670" 1 0 87 2 2
"NO" "2671" 6 4 219.833333333333 4 4
"NO" "2672" 3 1 197 3 3
"NO" "2673" 6 4 262.333333333333 4 4
"NO" "2674" 5 1 79 5 2
"NO" "2675" 1 0 122 2 1
"NO" "2676" 6 4 137.166666666667 4 4
"NO" "2677" 3 1 429.666666666667 3 3
"NO" "2678" 3 1 424 3 3
"NO" "2679" 303 1327 153.287128712871 46 5
"NO" "268" 15 20 202.2 6 2
"NO" "2680" 3 1 87 3 3
"NO" "2681" 6 4 291.333333333333 4 4
"NO" "2682" 3 1 470.333333333333 3 3
"NO" "2683" 3 1 496 3 3
"YES" "2684" 1202 6548 213.5615640599 150 5
"NO" "2685" 1 0 234 2 1
"NO" "2686" 3 1 132.666666666667 3 3
"NO" "2687" 12 10 213.333333333333 5 5
"NO" "2688" 6 4 120.833333333333 4 4
"NO" "2689" 3 1 307.666666666667 3 3
"NO" "269" 15 20 128.533333333333 6 5
"NO" "2690" 1 0 47 2 2
"NO" "2691" 88 261 263.795454545455 16 5
"NO" "2692" 1 0 145 2 2
"NO" "2693" 3 1 668.666666666667 3 3
"NO" "2694" 1 0 319 2 1
"YES" "2695" 10 10 172.5 5 5
"NO" "2696" 3 1 133.333333333333 3 3
"NO" "2697" 3 1 358 3 3
"NO" "2698" 1 0 94 2 2
"NO" "2699" 1 0 251 2 1
"NO" "27" 17 21 199.764705882353 7 4
"NO" "270" 16 20 106.5 7 5
"NO" "2700" 6 4 71.3333333333333 4 3
"NO" "2701" 10 10 109.2 5 5
"NO" "2702" 10 10 90.3 5 5
"NO" "2703" 8 5 175.125 5 1
"NO" "2704" 17 14 101.470588235294 9 5
"NO" "2705" 1 0 140 2 1
"NO" "2706" 9 7 129.111111111111 5 5
"NO" "2707" 17 14 150.647058823529 9 5
"NO" "2708" 1 0 46 2 1
"NO" "2709" 1 0 151 2 2
"NO" "271" 988 5975 173.928137651822 94 4
"NO" "2710" 12 10 221.333333333333 6 1
"NO" "2711" 30 48 163.266666666667 9 5
"NO" "2712" 41 86 320.243902439024 12 5
"NO" "2713" 7 4 348.857142857143 5 5
"NO" "2714" 1 0 66 2 2
"NO" "2715" 10 10 107.6 5 5
"NO" "2716" 4 0 47.5 5 4
"NO" "2717" 1 0 57 2 1
"YES" "2718" 21 24 511.52380952381 9 5
"NO" "2719" 9 5 115.333333333333 6 5
"NO" "272" 10 10 258.5 5 5
"NO" "2720" 1 0 114 2 2
"NO" "2721" 4 1 97.25 4 3
"NO" "2722" 10 10 512.3 5 5
"NO" "2723" 5 1 157 5 4
"NO" "2724" 86 177 142.96511627907 23 5
"NO" "2725" 10 10 128.5 5 4
"NO" "2726" 19 26 144.473684210526 7 5
"NO" "2727" 3 1 103 3 3
"NO" "2728" 51 122 422.450980392157 14 5
"NO" "2729" 1 0 158 2 2
"NO" "273" 46 103 136.717391304348 11 4
"NO" "2730" 126 415 164.52380952381 19 5
"NO" "2731" 10 10 96.8 5 5
"NO" "2732" 3 1 230 3 3
"NO" "2733" 1 0 154 2 2
"NO" "2734" 1 0 101 2 2
